ID,Show,Theatre,Gross,Potential,Rev%,GrossChange,Attendance,Capacity,Att%,AttChange,AvgTicket,TopTicket,Performances,Previews,Week,Month,Year
3,[title of show] ,Lyceum ,69299,198534,0.35,,1490,2766,0.54,,46.5,200.0,0,3,7/6/08,7,2008
3,[title of show] ,Lyceum ,163916,520826,0.31,94617,3863,7312,0.53,2373,42.4,200.0,0,8,7/13/08,7,2008
3,[title of show] ,Lyceum ,154121,520826,0.30,-9795,3543,7312,0.48,-320,43.5,200.0,6,2,7/20/08,7,2008
3,[title of show] ,Lyceum ,162682,520826,0.31,8561,3786,7312,0.52,243,43.0,200.0,8,0,7/27/08,7,2008
3,[title of show] ,Lyceum ,178183,520826,0.34,15501,3986,7312,0.55,200,44.7,200.0,8,0,8/3/08,8,2008
3,[title of show] ,Lyceum ,157123,520826,0.30,-21060,3542,7312,0.48,-444,44.4,200.0,8,0,8/10/08,8,2008
3,[title of show] ,Lyceum ,162745,520826,0.31,5622,3616,7312,0.49,74,45.0,200.0,8,0,8/17/08,8,2008
3,[title of show] ,Lyceum ,149212,520826,0.29,-13533,3324,7312,0.45,-292,44.9,200.0,8,0,8/24/08,8,2008
3,[title of show] ,Lyceum ,164458,520826,0.32,15246,3650,7312,0.50,326,45.1,200.0,8,0,8/31/08,8,2008
3,[title of show] ,Lyceum ,106905,520826,0.21,-57553,2354,7312,0.32,-1296,45.4,200.0,8,0,9/7/08,9,2008
3,[title of show] ,Lyceum ,107591,520826,0.21,686,2224,7312,0.30,-130,48.4,200.0,8,0,9/14/08,9,2008
3,[title of show] ,Lyceum ,121417,520826,0.23,13826,2615,7312,0.36,391,46.4,200.0,8,0,9/21/08,9,2008
3,[title of show] ,Lyceum ,124322,520826,0.24,2905,2748,7312,0.38,133,45.2,200.0,8,0,9/28/08,9,2008
3,[title of show] ,Lyceum ,148510,520826,0.29,24188,3209,7312,0.44,461,46.3,200.0,8,0,10/5/08,10,2008
3,[title of show] ,Lyceum ,217645,520826,0.42,69135,3944,7312,0.54,735,55.2,200.0,8,0,10/12/08,10,2008
6,700 Sundays,Imperial ,1101241,914501,1.20,-302174,7060,7345,0.96,-1710,156.0,350.0,5,0,1/5/14,1,2014
6,700 Sundays,Imperial ,1403415,1111786,1.26,338959,8770,8814,1.00,1221,160.0,350.0,6,0,12/29/13,12,2013
6,700 Sundays,Imperial ,1064456,1111786,0.96,-69681,7549,8814,0.86,-100,141.0,350.0,6,0,12/22/13,12,2013
6,700 Sundays,Imperial ,1134137,1111786,1.02,-62972,7649,8814,0.87,-382,148.3,350.0,6,0,12/15/13,12,2013
6,700 Sundays,Imperial ,1197109,1111786,1.08,75310,8031,8814,0.91,867,149.1,325.0,6,0,12/8/13,12,2013
6,700 Sundays,Imperial ,1121799,1111786,1.01,4492,7164,8814,0.81,-537,156.6,325.0,6,0,12/1/13,12,2013
6,700 Sundays,Imperial ,1117307,1111786,1.00,49385,7701,8814,0.87,-513,145.1,325.0,6,0,11/24/13,11,2013
6,700 Sundays,Imperial ,1067922,1111786,0.96,-79514,8214,8814,0.93,528,130.0,325.0,5,1,11/17/13,11,2013
6,700 Sundays,Imperial ,1147436,1111786,1.03,,7686,8814,0.87,,149.3,325.0,0,6,11/10/13,11,2013
12,A Christmas Story - The Musical!,Lunt-Fontanne ,1558922,1653128,0.94,67434,11840,12120,0.98,-944,131.7,248.0,8,0,12/30/12,12,2012
12,A Christmas Story - The Musical!,Lunt-Fontanne ,1491488,1655905,0.90,114357,12784,13635,0.94,-695,116.7,248.0,9,0,12/23/12,12,2012
12,A Christmas Story - The Musical!,Lunt-Fontanne ,1377131,1655905,0.83,246702,13479,13635,0.99,1962,102.2,248.0,9,0,12/16/12,12,2012
12,A Christmas Story - The Musical!,Lunt-Fontanne ,1130429,1411202,0.80,154245,11517,12120,0.95,1321,98.2,248.0,8,0,12/9/12,12,2012
12,A Christmas Story - The Musical!,Lunt-Fontanne ,976184,1411202,0.69,-128128,10196,12120,0.84,-1767,95.7,248.0,8,0,12/2/12,12,2012
12,A Christmas Story - The Musical!,Lunt-Fontanne ,1104312,1570580,0.70,570512,11963,13635,0.88,1734,92.3,248.0,9,0,11/25/12,11,2012
12,A Christmas Story - The Musical!,Lunt-Fontanne ,533800,1247896,0.43,72519,10229,11768,0.87,3004,52.2,173.0,0,8,11/18/12,11,2012
12,A Christmas Story - The Musical!,Lunt-Fontanne ,461281,1145493,0.40,,7225,10605,0.68,,63.9,173.0,0,7,11/11/12,11,2012
27,A Touch of the Poet,Studio 54,394676,506900,0.78,32370,7236,8064,0.90,352,54.5,86.3,8,0,1/29/06,1,2006
27,A Touch of the Poet,Studio 54,362306,506900,0.71,-3525,6884,8064,0.85,-355,52.6,86.3,8,0,1/22/06,1,2006
27,A Touch of the Poet,Studio 54,365831,506900,0.72,17628,7239,8064,0.90,410,50.5,86.3,8,0,1/15/06,1,2006
27,A Touch of the Poet,Studio 54,348203,506900,0.69,52611,6829,8064,0.85,1247,51.0,86.3,8,0,1/8/06,1,2006
27,A Touch of the Poet,Studio 54,295592,445428,0.66,137159,5582,7056,0.79,2621,53.0,86.3,7,0,1/1/06,1,2006
24,A Streetcar Named Desire,Broadhurst ,614897,1028895,0.60,126798,7919,9344,0.85,735,77.7,197.5,8,0,7/22/12,7,2012
24,A Streetcar Named Desire,Broadhurst ,488099,1028895,0.47,108144,7184,9344,0.77,1260,67.9,197.5,8,0,7/15/12,7,2012
24,A Streetcar Named Desire,Broadhurst ,379955,1040975,0.36,30651,5924,9344,0.63,687,64.1,197.5,8,0,7/8/12,7,2012
24,A Streetcar Named Desire,Broadhurst ,349304,1015867,0.34,15094,5237,9344,0.56,212,66.7,197.5,8,0,7/1/12,7,2012
24,A Streetcar Named Desire,Broadhurst ,334210,1015867,0.33,9625,5025,9344,0.54,7,66.5,197.5,8,0,6/24/12,6,2012
24,A Streetcar Named Desire,Broadhurst ,324585,1015867,0.32,25350,5018,9344,0.54,258,64.7,197.5,8,0,6/17/12,6,2012
24,A Streetcar Named Desire,Broadhurst ,299235,1015867,0.29,-422,4760,9344,0.51,-140,62.9,197.5,8,0,6/10/12,6,2012
24,A Streetcar Named Desire,Broadhurst ,299657,1015867,0.29,-118680,4900,9344,0.52,-1314,61.2,197.5,8,0,6/3/12,6,2012
24,A Streetcar Named Desire,Broadhurst ,418337,1015867,0.41,-15311,6214,9344,0.67,-331,67.3,197.5,8,0,5/27/12,5,2012
24,A Streetcar Named Desire,Broadhurst ,433648,1015867,0.43,-12421,6545,9344,0.70,-340,66.3,197.5,8,0,5/20/12,5,2012
24,A Streetcar Named Desire,Broadhurst ,446069,1015867,0.44,86887,6885,9344,0.74,1117,64.8,197.5,8,0,5/13/12,5,2012
24,A Streetcar Named Desire,Broadhurst ,359182,1015867,0.35,-4660,5768,9344,0.62,-22,62.3,197.5,8,0,5/6/12,5,2012
24,A Streetcar Named Desire,Broadhurst ,363842,1015867,0.36,52286,5790,9344,0.62,-1649,62.8,197.5,8,0,4/29/12,4,2012
24,A Streetcar Named Desire,Broadhurst ,311556,1015867,0.31,-16445,7439,9344,0.80,1055,41.9,197.5,1,7,4/22/12,4,2012
24,A Streetcar Named Desire,Broadhurst ,328001,1015867,0.32,18513,6384,9344,0.68,-185,51.4,197.5,0,8,4/15/12,4,2012
24,A Streetcar Named Desire,Broadhurst ,309488,1015867,0.30,,6569,9344,0.70,,47.1,197.5,0,8,4/8/12,4,2012
8,A Behanding in Spokane,Gerald Schoenfeld ,483113,940690,0.51,54179,6242,8568,0.73,306,77.4,200.0,8,0,6/6/10,6,2010
8,A Behanding in Spokane,Gerald Schoenfeld ,428934,940690,0.46,-14013,5936,8568,0.69,-300,72.3,200.0,8,0,5/30/10,5,2010
8,A Behanding in Spokane,Gerald Schoenfeld ,442947,940690,0.47,10505,6236,8568,0.73,416,71.0,200.0,8,0,5/23/10,5,2010
8,A Behanding in Spokane,Gerald Schoenfeld ,432442,940690,0.46,17544,5820,8568,0.68,150,74.3,200.0,8,0,5/16/10,5,2010
8,A Behanding in Spokane,Gerald Schoenfeld ,414898,940690,0.44,30049,5670,8568,0.66,125,73.2,200.0,8,0,5/9/10,5,2010
8,A Behanding in Spokane,Gerald Schoenfeld ,384849,940690,0.41,-30674,5545,8568,0.65,-6,69.4,200.0,8,0,5/2/10,5,2010
8,A Behanding in Spokane,Gerald Schoenfeld ,415523,940690,0.44,13363,5551,8568,0.65,226,74.9,200.0,8,0,4/25/10,4,2010
8,A Behanding in Spokane,Gerald Schoenfeld ,402160,940690,0.43,-87427,5325,8568,0.62,-1139,75.5,200.0,8,0,4/18/10,4,2010
8,A Behanding in Spokane,Gerald Schoenfeld ,489587,940690,0.52,-35272,6464,8568,0.75,-364,75.7,200.0,8,0,4/11/10,4,2010
8,A Behanding in Spokane,Gerald Schoenfeld ,524859,940690,0.56,35133,6828,8568,0.80,612,76.9,200.0,8,0,4/4/10,4,2010
8,A Behanding in Spokane,Gerald Schoenfeld ,489726,940690,0.52,-49646,6216,8568,0.73,-758,78.8,200.0,8,0,3/28/10,3,2010
8,A Behanding in Spokane,Gerald Schoenfeld ,539372,940690,0.57,-15025,6974,8568,0.81,-449,77.3,200.0,8,0,3/21/10,3,2010
8,A Behanding in Spokane,Gerald Schoenfeld ,554397,940690,0.59,122210,7423,8568,0.87,-302,74.7,200.0,8,0,3/14/10,3,2010
8,A Behanding in Spokane,Gerald Schoenfeld ,432187,933200,0.46,18501,7725,8568,0.90,849,56.0,200.0,4,4,3/7/10,3,2010
8,A Behanding in Spokane,Gerald Schoenfeld ,413686,933200,0.44,-41649,6876,8568,0.80,-464,60.2,200.0,0,8,2/28/10,2,2010
8,A Behanding in Spokane,Gerald Schoenfeld ,455335,933200,0.49,,7340,8568,0.86,,62.0,200.0,0,8,2/21/10,2,2010
50,Ann,Vivian Beaumont ,347934,1059400,0.33,111642,5435,8904,0.61,1462,64.0,175.0,8,0,6/30/13,6,2013
50,Ann,Vivian Beaumont ,236292,1059400,0.22,50669,3973,8904,0.45,670,59.5,175.0,8,0,6/23/13,6,2013
50,Ann,Vivian Beaumont ,185623,1059400,0.18,-41995,3303,8904,0.37,-690,56.2,175.0,8,0,6/16/13,6,2013
50,Ann,Vivian Beaumont ,227618,1059400,0.21,32159,3993,8904,0.45,313,57.0,175.0,8,0,6/9/13,6,2013
50,Ann,Vivian Beaumont ,195459,1059400,0.18,-44880,3680,8904,0.41,-698,53.1,175.0,8,0,6/2/13,6,2013
50,Ann,Vivian Beaumont ,240339,1059400,0.23,-6702,4378,8904,0.49,850,54.9,175.0,8,0,5/26/13,5,2013
50,Ann,Vivian Beaumont ,247041,1059400,0.23,6004,3528,8904,0.40,83,70.0,175.0,8,0,5/19/13,5,2013
50,Ann,Vivian Beaumont ,241037,1059400,0.23,-20343,3445,8904,0.39,-104,70.0,175.0,8,0,5/12/13,5,2013
50,Ann,Vivian Beaumont ,261380,1059400,0.25,2956,3549,8904,0.40,-88,73.7,175.0,8,0,5/5/13,5,2013
50,Ann,Vivian Beaumont ,258424,1059400,0.24,-7867,3637,8904,0.41,26,71.1,175.0,8,0,4/28/13,4,2013
50,Ann,Vivian Beaumont ,266291,1059400,0.25,-48984,3611,8904,0.41,-791,73.7,175.0,8,0,4/21/13,4,2013
50,Ann,Vivian Beaumont ,315275,1059400,0.30,7073,4402,8904,0.49,4,71.6,175.0,8,0,4/14/13,4,2013
50,Ann,Vivian Beaumont ,308202,1059400,0.29,21333,4398,8904,0.49,91,70.1,175.0,8,0,4/7/13,4,2013
50,Ann,Vivian Beaumont ,286869,1059400,0.27,-76471,4307,8904,0.48,-1193,66.6,175.0,8,0,3/31/13,3,2013
50,Ann,Vivian Beaumont ,363340,1059400,0.34,-12794,5500,8904,0.62,-423,66.1,175.0,8,0,3/24/13,3,2013
50,Ann,Vivian Beaumont ,376134,1059400,0.36,38447,5923,8904,0.67,-613,63.5,175.0,8,0,3/17/13,3,2013
50,Ann,Vivian Beaumont ,337687,1059400,0.32,43531,6536,8904,0.73,900,51.7,175.0,4,4,3/10/13,3,2013
50,Ann,Vivian Beaumont ,294156,1059400,0.28,31720,5636,8904,0.63,810,52.2,175.0,0,8,3/3/13,3,2013
50,Ann,Vivian Beaumont ,262436,926975,0.28,,4826,7791,0.62,,54.4,175.0,0,7,2/24/13,2,2013
15,A Free Man of Color,Vivian Beaumont ,286415,880750,0.33,49956,5485,8344,0.66,1025,52.2,,8,0,1/9/11,1,2011
15,A Free Man of Color,Vivian Beaumont ,236459,880750,0.27,92609,4460,8344,0.53,820,53.0,,8,0,1/2/11,1,2011
15,A Free Man of Color,Vivian Beaumont ,143850,880750,0.16,-70589,3640,8344,0.44,-613,39.5,,8,0,12/26/10,12,2010
15,A Free Man of Color,Vivian Beaumont ,214439,880750,0.24,-63733,4253,8344,0.51,-606,50.4,,8,0,12/19/10,12,2010
15,A Free Man of Color,Vivian Beaumont ,278172,880750,0.32,16889,4859,8344,0.58,523,57.3,,8,0,12/12/10,12,2010
15,A Free Man of Color,Vivian Beaumont ,261283,880750,0.30,67089,4336,8344,0.52,580,60.3,,8,0,12/5/10,12,2010
15,A Free Man of Color,Vivian Beaumont ,194194,880750,0.22,-58590,3756,8344,0.45,-2287,51.7,,8,0,11/28/10,11,2010
15,A Free Man of Color,Vivian Beaumont ,252784,880750,0.29,-48545,6043,8344,0.72,-859,41.8,,5,3,11/21/10,11,2010
15,A Free Man of Color,Vivian Beaumont ,301329,835800,0.36,8324,6902,8344,0.83,462,43.7,,0,8,11/14/10,11,2010
15,A Free Man of Color,Vivian Beaumont ,293005,835800,0.35,16851,6440,8344,0.77,698,45.5,,0,8,11/7/10,11,2010
15,A Free Man of Color,Vivian Beaumont ,276154,835800,0.33,186721,5742,8344,0.69,4116,48.1,,0,8,10/31/10,10,2010
15,A Free Man of Color,Vivian Beaumont ,89433,208950,0.43,,1626,2086,0.78,,55.0,,0,2,10/24/10,10,2010
13,A Delicate Balance,John Golden ,432887,894328,0.48,-58876,4327,6416,0.67,-472,100.0,323.0,8,0,2/22/15,2,2015
13,A Delicate Balance,John Golden ,491763,894328,0.55,34891,4799,6416,0.75,372,102.5,323.0,8,0,2/15/15,2,2015
13,A Delicate Balance,John Golden ,456872,894328,0.51,-6113,4427,6416,0.69,138,103.2,323.0,8,0,2/8/15,2,2015
13,A Delicate Balance,John Golden ,462985,894328,0.52,-99865,4289,6416,0.67,-652,108.0,323.0,8,0,2/1/15,2,2015
13,A Delicate Balance,John Golden ,562850,894328,0.63,-78947,4941,6416,0.77,-408,113.9,323.0,8,0,1/25/15,1,2015
13,A Delicate Balance,John Golden ,641797,894328,0.72,59513,5349,6416,0.83,643,120.0,323.0,8,0,1/18/15,1,2015
13,A Delicate Balance,John Golden ,582284,894328,0.65,-66362,4706,6416,0.73,-750,123.7,323.0,8,0,1/11/15,1,2015
13,A Delicate Balance,John Golden ,648646,923128,0.70,8054,5456,6416,0.85,431,118.9,323.0,8,0,1/4/15,1,2015
13,A Delicate Balance,John Golden ,640592,923128,0.69,-65582,5025,6416,0.78,-84,127.5,323.0,8,0,12/28/14,12,2014
13,A Delicate Balance,John Golden ,706174,923128,0.76,-148148,5109,6416,0.80,-906,138.2,323.0,8,0,12/21/14,12,2014
13,A Delicate Balance,John Golden ,854322,923128,0.93,-18830,6015,6416,0.94,-77,142.0,323.0,8,0,12/14/14,12,2014
13,A Delicate Balance,John Golden ,873152,923128,0.95,65680,6092,6416,0.95,442,143.3,323.0,8,0,12/7/14,12,2014
13,A Delicate Balance,John Golden ,807472,923128,0.87,61539,5650,6416,0.88,-706,142.9,323.0,8,0,11/30/14,11,2014
13,A Delicate Balance,John Golden ,745933,894128,0.83,-106460,6356,6416,0.99,-60,117.4,323.0,4,4,11/23/14,11,2014
13,A Delicate Balance,John Golden ,852393,865128,0.99,-4982,6416,6416,1.00,0,132.9,323.0,0,8,11/16/14,11,2014
13,A Delicate Balance,John Golden ,857375,865128,0.99,7225,6416,6416,1.00,0,133.6,323.0,0,8,11/9/14,11,2014
13,A Delicate Balance,John Golden ,850150,865128,0.98,-34446,6416,6416,1.00,0,132.5,323.0,0,8,11/2/14,11,2014
13,A Delicate Balance,John Golden ,884596,865128,1.02,,6416,6416,1.00,,137.9,323.0,0,8,10/26/14,10,2014
5,33 Variations,Eugene O'Neill ,236250,534803,0.44,-97406,3414,5315,0.64,-1678,69.2,350.0,5,0,5/24/09,5,2009
5,33 Variations,Eugene O'Neill ,333656,855684,0.39,45789,5092,8504,0.60,736,65.5,350.0,8,0,5/17/09,5,2009
5,33 Variations,Eugene O'Neill ,287867,855684,0.34,7107,4356,8504,0.51,118,66.1,350.0,8,0,5/10/09,5,2009
5,33 Variations,Eugene O'Neill ,280760,855684,0.33,-10435,4238,8504,0.50,-288,66.3,350.0,8,0,5/3/09,5,2009
5,33 Variations,Eugene O'Neill ,291195,855684,0.34,-10617,4526,8504,0.53,21,64.3,350.0,8,0,4/26/09,4,2009
5,33 Variations,Eugene O'Neill ,301812,855684,0.35,-23467,4505,8504,0.53,-756,67.0,350.0,8,0,4/19/09,4,2009
5,33 Variations,Eugene O'Neill ,325279,855684,0.38,21476,5261,8504,0.62,313,61.8,350.0,8,0,4/12/09,4,2009
5,33 Variations,Eugene O'Neill ,303803,855684,0.36,-928,4948,8504,0.58,-42,61.4,350.0,8,0,4/5/09,4,2009
5,33 Variations,Eugene O'Neill ,304731,855684,0.36,-62823,4990,8504,0.59,-332,61.1,350.0,8,0,3/29/09,3,2009
5,33 Variations,Eugene O'Neill ,367554,855684,0.43,49688,5322,8504,0.63,203,69.1,350.0,8,0,3/22/09,3,2009
5,33 Variations,Eugene O'Neill ,317866,855684,0.37,48086,5119,8504,0.60,158,62.1,350.0,8,0,3/15/09,3,2009
5,33 Variations,Eugene O'Neill ,269780,855684,0.32,14088,4961,8504,0.58,221,54.4,350.0,0,8,3/8/09,3,2009
5,33 Variations,Eugene O'Neill ,255692,852372,0.30,-2028,4740,8472,0.56,354,53.9,350.0,0,8,3/1/09,3,2009
5,33 Variations,Eugene O'Neill ,257720,852372,0.30,11383,4386,8472,0.52,232,58.8,115.0,0,8,2/22/09,2,2009
5,33 Variations,Eugene O'Neill ,246337,745826,0.33,,4154,7413,0.56,,59.3,115.0,0,7,2/15/09,2,2009
10,A Catered Affair,Walter Kerr ,291282,689211,0.42,24084,5269,7464,0.71,577,55.3,199.5,8,0,7/27/08,7,2008
10,A Catered Affair,Walter Kerr ,267198,689211,0.39,22650,4692,7464,0.63,641,57.0,199.5,8,0,7/20/08,7,2008
10,A Catered Affair,Walter Kerr ,244548,689211,0.35,-103,4051,7464,0.54,-397,60.4,199.5,8,0,7/13/08,7,2008
10,A Catered Affair,Walter Kerr ,244651,689211,0.35,-53434,4448,7464,0.60,-152,55.0,199.5,8,0,7/6/08,7,2008
10,A Catered Affair,Walter Kerr ,298085,689211,0.43,5293,4600,7464,0.62,125,64.8,199.5,8,0,6/29/08,6,2008
10,A Catered Affair,Walter Kerr ,292792,689211,0.42,-86107,4475,7464,0.60,-1064,65.4,199.5,8,0,6/22/08,6,2008
10,A Catered Affair,Walter Kerr ,378899,689211,0.55,-33547,5539,7464,0.74,-248,68.4,199.5,8,0,6/15/08,6,2008
10,A Catered Affair,Walter Kerr ,412446,689211,0.60,26159,5787,7464,0.78,312,71.3,199.5,8,0,6/8/08,6,2008
10,A Catered Affair,Walter Kerr ,386287,689211,0.56,-33768,5475,7464,0.73,-516,70.6,199.5,8,0,6/1/08,6,2008
10,A Catered Affair,Walter Kerr ,420055,689211,0.61,-19274,5991,7464,0.80,-49,70.1,199.5,8,0,5/25/08,5,2008
10,A Catered Affair,Walter Kerr ,439329,689211,0.64,15641,6040,7464,0.81,143,72.7,199.5,8,0,5/18/08,5,2008
10,A Catered Affair,Walter Kerr ,423688,689211,0.61,-7463,5897,7464,0.79,-282,71.9,199.5,8,0,5/11/08,5,2008
10,A Catered Affair,Walter Kerr ,431151,689211,0.63,6599,6179,7464,0.83,368,69.8,199.5,8,0,5/4/08,5,2008
10,A Catered Affair,Walter Kerr ,424552,689211,0.62,83320,5811,7464,0.78,867,73.1,199.5,8,0,4/27/08,4,2008
10,A Catered Affair,Walter Kerr ,341232,689211,0.50,-30655,4944,7464,0.66,-350,69.0,199.5,4,4,4/20/08,4,2008
10,A Catered Affair,Walter Kerr ,371887,606209,0.61,-12378,5294,6531,0.81,-14,70.3,199.5,0,7,4/13/08,4,2008
10,A Catered Affair,Walter Kerr ,384265,606209,0.63,-16661,5308,6531,0.81,-434,72.4,199.5,0,7,4/6/08,4,2008
10,A Catered Affair,Walter Kerr ,400926,606209,0.66,,5742,6531,0.88,,69.8,199.5,0,7,3/30/08,3,2008
1,13,Bernard B. Jacobs ,655655,976733,0.67,180699,8914,9378,0.95,2570,73.6,198.5,9,0,1/4/09,1,2009
1,13,Bernard B. Jacobs ,474956,741573,0.64,212721,6344,7294,0.87,2063,74.9,198.5,7,0,12/28/08,12,2008
1,13,Bernard B. Jacobs ,262235,795772,0.33,-6084,4281,8336,0.51,-336,61.3,198.5,8,0,12/21/08,12,2008
1,13,Bernard B. Jacobs ,268319,795772,0.34,13780,4617,8336,0.55,258,58.1,198.5,8,0,12/14/08,12,2008
1,13,Bernard B. Jacobs ,254539,795772,0.32,-122095,4359,8336,0.52,-616,58.4,198.5,8,0,12/7/08,12,2008
1,13,Bernard B. Jacobs ,376634,795772,0.47,151677,4975,8336,0.60,1152,75.7,198.5,8,0,11/30/08,11,2008
1,13,Bernard B. Jacobs ,224957,795772,0.28,18214,3823,8336,0.46,250,58.8,198.5,8,0,11/23/08,11,2008
1,13,Bernard B. Jacobs ,206743,795772,0.26,-83528,3573,8336,0.43,-1443,57.9,198.5,8,0,11/16/08,11,2008
1,13,Bernard B. Jacobs ,290271,795772,0.36,91661,5016,8336,0.60,1213,57.9,198.5,8,0,11/9/08,11,2008
1,13,Bernard B. Jacobs ,198610,795772,0.25,-26189,3803,8336,0.46,-271,52.2,198.5,8,0,11/2/08,11,2008
1,13,Bernard B. Jacobs ,224799,795772,0.28,-3403,4074,8336,0.49,-243,55.2,198.5,8,0,10/26/08,10,2008
1,13,Bernard B. Jacobs ,228202,795772,0.29,-43713,4317,8336,0.52,-277,52.9,198.5,8,0,10/19/08,10,2008
1,13,Bernard B. Jacobs ,271915,696301,0.39,146122,4594,8336,0.55,2006,59.2,198.5,8,0,10/12/08,10,2008
1,13,Bernard B. Jacobs ,125793,696301,0.18,-43622,2588,7294,0.35,-936,48.6,198.5,1,6,10/5/08,10,2008
1,13,Bernard B. Jacobs ,169415,795772,0.21,-33911,3524,8336,0.42,-581,48.1,198.5,0,8,9/28/08,9,2008
1,13,Bernard B. Jacobs ,203326,795772,0.26,,4105,8336,0.49,,49.5,198.5,0,8,9/21/08,9,2008
4,110 in the Shade,Studio 54,361161,601640,0.60,37177,7148,7968,0.90,784,50.5,111.3,8,0,7/29/07,7,2007
4,110 in the Shade,Studio 54,323984,601640,0.54,-86531,6364,7968,0.80,-1036,50.9,111.3,8,0,7/22/07,7,2007
4,110 in the Shade,Studio 54,410515,601640,0.68,71584,7400,7968,0.93,695,55.5,111.3,8,0,7/15/07,7,2007
4,110 in the Shade,Studio 54,338931,601640,0.56,-13750,6705,7968,0.84,-267,50.6,111.3,8,0,7/8/07,7,2007
4,110 in the Shade,Studio 54,352681,601640,0.59,2736,6972,7968,0.88,168,50.6,111.3,8,0,7/1/07,7,2007
4,110 in the Shade,Studio 54,349945,601640,0.58,-11367,6804,7968,0.85,-427,51.4,111.3,8,0,6/24/07,6,2007
4,110 in the Shade,Studio 54,361312,601640,0.60,-128,7231,7968,0.91,54,50.0,111.3,8,0,6/17/07,6,2007
4,110 in the Shade,Studio 54,361440,601640,0.60,16836,7177,7968,0.90,161,50.4,111.3,8,0,6/10/07,6,2007
4,110 in the Shade,Studio 54,344604,601640,0.57,-6620,7016,7968,0.88,166,49.1,111.3,8,0,6/3/07,6,2007
4,110 in the Shade,Studio 54,351224,601640,0.58,2111,6850,7968,0.86,82,51.3,111.3,8,0,5/27/07,5,2007
4,110 in the Shade,Studio 54,349113,601640,0.58,51885,6768,7968,0.85,855,51.6,111.3,8,0,5/20/07,5,2007
4,110 in the Shade,Studio 54,297228,601640,0.49,93359,5913,7968,0.74,1778,50.3,111.3,6,2,5/13/07,5,2007
4,110 in the Shade,Studio 54,203869,376025,0.54,-99109,4135,4980,0.83,-2323,49.3,111.3,0,5,5/6/07,5,2007
4,110 in the Shade,Studio 54,302978,601640,0.50,40434,6458,7968,0.81,1186,46.9,111.3,0,8,4/29/07,4,2007
4,110 in the Shade,Studio 54,262544,526435,0.50,64759,5272,6972,0.76,1455,49.8,111.3,0,7,4/22/07,4,2007
4,110 in the Shade,Studio 54,197785,376025,0.53,,3817,4980,0.77,,51.8,111.3,0,5,4/15/07,4,2007
2,1984,Hudson ,490658,774829,0.63,188390,6986,7760,0.90,1974,70.2,249.0,8,0,10/8/17,10,2017
2,1984,Hudson ,302268,774829,0.39,30348,5012,7760,0.65,595,60.3,249.0,8,0,10/1/17,10,2017
2,1984,Hudson ,271920,774829,0.35,-41877,4417,7760,0.57,-503,61.6,249.0,8,0,9/24/17,9,2017
2,1984,Hudson ,313797,774829,0.40,20994,4920,7760,0.63,482,63.8,249.0,8,0,9/17/17,9,2017
2,1984,Hudson ,292803,774829,0.38,1734,4438,7760,0.57,-233,66.0,249.0,8,0,9/10/17,9,2017
2,1984,Hudson ,291069,774829,0.38,23725,4671,7760,0.60,180,62.3,249.0,8,0,9/3/17,9,2017
2,1984,Hudson ,267344,774829,0.35,-14137,4491,7760,0.58,-199,59.5,249.0,8,0,8/27/17,8,2017
2,1984,Hudson ,281481,774829,0.36,-53560,4690,7760,0.60,-642,60.0,249.0,8,0,8/20/17,8,2017
2,1984,Hudson ,335041,774829,0.43,-5848,5332,7760,0.69,50,62.8,249.0,8,0,8/13/17,8,2017
2,1984,Hudson ,340889,774829,0.44,-40370,5282,7760,0.68,-496,64.5,249.0,8,0,8/6/17,8,2017
2,1984,Hudson ,381259,774829,0.49,-15499,5778,7760,0.74,-130,66.0,249.0,8,0,7/30/17,7,2017
2,1984,Hudson ,396758,774829,0.51,14003,5908,7760,0.76,77,67.2,249.0,8,0,7/23/17,7,2017
2,1984,Hudson ,382755,774829,0.49,12867,5831,7760,0.75,-32,65.6,249.0,8,0,7/16/17,7,2017
2,1984,Hudson ,369888,774829,0.48,-51476,5863,7760,0.76,-754,63.1,249.0,8,0,7/9/17,7,2017
2,1984,Hudson ,421364,774829,0.54,83861,6617,7760,0.85,-120,63.7,249.0,8,0,7/2/17,7,2017
2,1984,Hudson ,337503,774829,0.44,36042,6737,7760,0.87,719,50.1,249.0,5,3,6/25/17,6,2017
2,1984,Hudson ,301461,774829,0.39,13015,6018,7760,0.78,464,50.1,249.0,0,8,6/18/17,6,2017
2,1984,Hudson ,288446,774829,0.37,6393,5554,7760,0.72,324,51.9,249.0,0,8,6/11/17,6,2017
2,1984,Hudson ,282053,774829,0.36,-16385,5230,7760,0.67,151,53.9,249.0,0,8,6/4/17,6,2017
2,1984,Hudson ,298438,664746,0.45,85812,5079,6790,0.75,1701,58.8,249.0,0,7,5/28/17,5,2017
2,1984,Hudson ,212626,444580,0.48,,3378,3880,0.87,,62.9,249.0,0,4,5/21/17,5,2017
7,9 to 5: The Musical ,Marquis ,505671,980219,0.52,,9661,9666,1.00,,52.3,300.0,0,6,4/12/09,4,2009
7,9 to 5: The Musical ,Marquis ,535354,980219,0.55,29683,9661,9666,1.00,0,55.4,300.0,0,6,4/19/09,4,2009
